person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
26,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,dr650,2007
40,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2003
37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2012
55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2009
35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2008
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2013
20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2005
50,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,buell,lightning,2001
57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,2003
57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
32,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,2003
17,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2016
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,201
27,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,honda,cbr600,1997
46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,elw,2006
27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2021
55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,trq - turquoise(blue),kawasaki,ninja zx,2009
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,yamaha,yzfr6,2006
33,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,suzuki,gsx-r1000,2005
26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl883,2017
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,xlh1100,2007
30,w - white,1 - male,0,n - not injured,mc - motorcycle,mar - maroon,kawasaki,ninja zx,1994
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx-r600,2013
37,w - white,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,indian motorcycle co.,scout,2017
71,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fls,2007
50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,bmw,r1200,2014
54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fxdl,1999
46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kymco usa inc,people,201
40,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,blk - black,bmw,r1200,2018
57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,honda,vtx1300,2009
41,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,gsx,2008
34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,zx1200,2003
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxstb,2007
29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl883,2004
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xl1200,2006
49,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhc,2011
39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,ninja zx,2019
47,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,flt,2015
55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cb300,2021
24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,yamaha,xvs1100,2005
32,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl883,2014
41,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,kawasaki,vn800,1998
38,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,1999
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,victory motorcycles,cross country,2011
51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2015
24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx-r600,2006
40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,yamaha,yzfr1,2008
59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xv250,2012
43,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,elw,2004
42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr500,2013
33,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl1200,2021
49,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,aprilia,sportcity 250,2007
31,a - asian,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,bmw,s 1000,202
54,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cb500,1999
42,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2014
44,i - amer. indian/alaskan native,2 - female,1,a - suspected serious injury,mc - motorcycle,ple - purple,harley-davidson,flstfi,2004
48,w - white,2 - female,1,k - fatal injury,mc - motorcycle,mar - maroon,harley-davidson,flhx,2021
39,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2005
22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cb500,2013
62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flfb,2014
54,h - hispanic,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2004
30,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2006
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,yamaha,fz1,2006
35,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,flrt,2015
19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,aprilia,tuono,2013
18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,ducati,1098,2012
28,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzf750,2012
20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2002
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2008
55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhxs,2016
19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,kawasaki,vulcan 2000,2
40,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xl883,2008
48,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,vulcan 2000,2
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2
40,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhr,2018
60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2013
35,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cmx250,2021
30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt750,2019
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,genuine scooter co.,roughhouse,2021
35,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2012
75,w - white,1 - male,0,k - fatal injury,mc - motorcycle,red - red,harley-davidson,fld,201
32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cbr600,2006
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2014
31,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2015
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
31,i - amer. indian/alaskan native,1 - male,1,a - suspected serious injury,mc - motorcycle,mul - multicolored,honda,cbr500,2018
60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,honda,vtx1800,2006
59,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2019
69,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,honda,gl1200,201
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2001
29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2015
28,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,adv150,2021
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2021
36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,honda,cbr600,1996
22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,xr600,2
34,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,1997
52,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,harley-davidson,flhs,2013
31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,202
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2015
33,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,vzr1800,2009
24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ex650,2013
56,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,vz800,2002
73,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2
47,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,rz500,2006
25,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2009
28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ducati,scrambler,2021
53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,202
23,h - hispanic,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr500,202
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,ninja zx,202
67,w - white,1 - male,1,k - fatal injury,mc - motorcycle,whi - white,harley-davidson,elw,2008
37,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mul - multicolored,suzuki,gsx-r750,2003
45,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ex300,2017
23,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstn,2012
51,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhxs,2018
76,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flhtcui,2001
39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,gry - gray,honda,cb900,1981
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007
21,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,yamaha,mt09,2014
31,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr250,2011
40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,indian motorcycle co.,scout,2015
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr1000,2006
63,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2006
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2018
59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhxse,2018
37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr500,2017
46,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2013
49,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2017
26,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2008
29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2007
27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxdl,2002
49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,aerio,2003
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx1300,2002
26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
34,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
30,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,grn - green,genuine scooter co.,buddy,2013
23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,honda,vt700,2002
55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstf,2012
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr650,2015
24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xg750,2016
38,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrscx,2005
41,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,honda,cbr600,2001
47,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flt,2016
58,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flrt,2019
52,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,klx300,2019
57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,sh150,2001
53,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xv1600,2001
40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,elw,2005
34,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,honda,cbr600,2003
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2013
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xvs65,2005
53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhp,2006
46,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,bonneville,2012
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz1,2007
25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
43,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,m50,2006
20,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cmx300,2021
34,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2003
46,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,1983
63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2021
49,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,sv650,2009
53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,kawasaki,ninja zx,2019
36,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzf600,2012
20,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
