crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
16654531.0,47.0,no charges,w - white,2018-09-01,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,unknown (harley-davidson),2006
16601619.0,19.0,no charges,w - white,2018-09-02,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,unknown (kawasaki),2008
16602993.0,36.0,no charges,w - white,2018-09-03,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,harley-davidson,fxd (harley-davidson),2016
16604092.0,58.0,unsafe speed,h - hispanic,2018-09-03,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2011
16605041.0,27.0,no charges,w - white,2018-09-03,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,honda,sh150 (honda),1994
16656301.0,36.0,no charges,w - white,2018-09-05,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,az - arizona,1 - driver license,b - suspected minor injury,az - arizona,mc - motorcycle,blk - black,,suzuki,vs800 (suzuki),2003
16656720.0,18.0,no charges,w - white,2018-09-10,monday,2 - female,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,yz125 (yamaha),2011
16659722.0,40.0,"no driver's license, fail to maintain financial responsibility",w - white,2018-09-14,friday,2 - female,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,flrt (harley-davidson),2000
16649044.0,24.0,violate non-cdl restriction - state - m,w - white,2018-09-15,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,all other makes,unknown (all other makes),2018
16651027.0,53.0,usafe speed,w - white,2018-09-15,saturday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,kl650 (kawasaki),2011
16654560.0,39.0,no charges,w - white,2018-09-15,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson),2017
16656034.0,51.0,no charges,w - white,2018-09-15,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,yel - yellow,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2008
16656464.0,30.0,fail to drive in single lane,w - white,2018-09-15,saturday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,honda,cb300 (honda),2016
16716586.0,51.0,unsafe speed,w - white,2018-09-15,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flstci (harley-davidson),2005
16652122.0,55.0,dwli/ftmfr,w - white,2018-09-17,monday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,,victoria iron & metal,not applicable (victoria iron & metal),2017
16669551.0,59.0,no charges,w - white,2018-09-18,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhx (harley-davidson),2018
16649086.0,25.0,driving while license suspended/sr,h - hispanic,2018-09-19,wednesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,yamaha,fz600 (yamaha),2008
16652686.0,43.0,no charges,w - white,2018-09-20,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,grn - green,12 - defective or slick tires,yamaha,xv1600 (yamaha),1999
16658823.0,55.0,unsafe speed,w - white,2018-09-20,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fltrx (harley-davidson),2013
16648912.0,48.0,no charges,w - white,2018-09-21,friday,1 - male,1 - not worn,98 - other/out of state,0,pa - pennsylvania,1 - driver license,k - fatal injury,pa - pennsylvania,mc - motorcycle,gry - gray,,harley-davidson,fld (harley-davidson),2015
16651049.0,49.0,no charges,w - white,2018-09-21,friday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,98 - other,98 - other,n - not injured,98 - other,mc - motorcycle,blu - blue,,bmw,r1150 (bmw),2001
16665388.0,56.0,no charges,w - white,2018-09-21,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,unknown (harley-davidson),2008
16651011.0,25.0,no charges,h - hispanic,2018-09-22,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,suzuki,gsx (suzuki),2005
16654108.0,28.0,no charges,w - white,2018-09-22,saturday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,nj - new jersey,1 - driver license,b - suspected minor injury,nj - new jersey,mc - motorcycle,whi - white,,kawasaki,ninja zx (kawasaki),2015
16658113.0,59.0,dwi 3rd or more,w - white,2018-09-22,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,flstn (harley-davidson),2005
16661850.0,37.0,no charges,w - white,2018-09-22,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,harley-davidson,flhtk (harley-davidson),2015
16652901.0,44.0,no charges,b - black,2018-09-24,monday,2 - female,"2 - worn, damaged",bm - class b and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2015
16655209.0,47.0,no charges,w - white,2018-09-24,monday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,kawasaki,1600 (kawasaki),2007
16656383.0,25.0,"no motorcycle endorsement, no insurance",w - white,2018-09-24,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,honda,cb600 (honda),2005
16655015.0,37.0,unsafe speed,w - white,2018-09-25,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xg500 (harley-davidson),2015
16658121.0,31.0,no charges,h - hispanic,2018-09-25,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx-s1000 (suzuki),2005
16658396.0,38.0,no charges,w - white,2018-09-25,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,honda,cbr600 (honda),2001
16662151.0,36.0,no charges,98 - other,2018-09-25,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhtcui (harley-davidson),2002
16662194.0,36.0,no charges,w - white,2018-09-25,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,kawasaki,zx600 (kawasaki),2006
16647402.0,33.0,no charges,h - hispanic,2018-09-26,wednesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,,,
16647411.0,35.0,no charges,w - white,2018-09-26,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,unknown (kawasaki),2007
16654418.0,47.0,no charges,w - white,2018-09-26,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson),2005
16660127.0,69.0,no charges,w - white,2018-09-26,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,,honda,unknown (honda),2012
16660522.0,33.0,no charges,w - white,2018-09-26,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,victory motorcycles,gunner (victory motorcycles),2016
16669465.0,76.0,no charges,w - white,2018-09-26,wednesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,gl1800 (honda),2014
16647237.0,50.0,no charges,w - white,2018-09-27,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2017
16647729.0,20.0,no charges,w - white,2018-09-27,thursday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,suzuki,unknown (suzuki),2013
16649036.0,41.0,no charges,b - black,2018-09-27,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,suzuki,c50 (suzuki),2007
16649437.0,64.0,no charges,b - black,2018-09-27,thursday,1 - male,"3 - worn, not damaged",,0,,,b - suspected minor injury,,mc - motorcycle,sil - silver,,harley-davidson,flhc (harley-davidson),2015
16652067.0,60.0,no charges,h - hispanic,2018-09-27,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,gld - gold,,harley-davidson,flstc (harley-davidson),2005
16652319.0,58.0,no charges,h - hispanic,2018-09-27,thursday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,harley-davidson,unknown (harley-davidson),2017
16652959.0,36.0,unsafe speed,w - white,2018-09-27,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx (suzuki),2014
16656735.0,44.0,no charges,b - black,2018-09-27,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,suzuki,gsx (suzuki),2017
16662283.0,27.0,"driving while license invalid, display expired license plates/ registration insignia",h - hispanic,2018-09-27,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,yamaha,yzf600 (yamaha),2007
16662643.0,58.0,no charges,b - black,2018-09-27,thursday,1 - male,1 - not worn,98 - other/out of state,0,oh - ohio,1 - driver license,a - suspected serious injury,oh - ohio,mc - motorcycle,blk - black,,victory motorcycles,vegas (victory motorcycles),2005
16649155.0,47.0,operate a motorcycle w/o class m license,w - white,2018-09-28,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhc (harley-davidson),2017
16649532.0,39.0,no charges,h - hispanic,2018-09-28,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2003
16651455.0,32.0,no charges,h - hispanic,2018-09-28,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,,harley-davidson,fltrxs (harley-davidson),2017
16651547.0,54.0,no charges,h - hispanic,2018-09-28,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2017
16651845.0,25.0,no charges,w - white,2018-09-28,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,suzuki,gsx600 (suzuki),2008
16653380.0,25.0,no charges,98 - other,2018-09-28,friday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2013
16655184.0,35.0,"failed to maintain single lane, fail to maintain financial responsibilty",a - asian,2018-09-28,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,kawasaki,zx1000 (kawasaki),2005
16656934.0,55.0,no charges,w - white,2018-09-28,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2009
16657816.0,35.0,no charges,w - white,2018-09-28,friday,2 - female,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fxdl (harley-davidson),2003
16661528.0,51.0,unsafe speed,w - white,2018-09-28,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,honda,unknown (honda),1972
16666407.0,56.0,no charges,w - white,2018-09-28,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,suzuki,unknown (suzuki),2004
16651284.0,27.0,no charges,h - hispanic,2018-09-29,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,atc110 (honda),2012
16652683.0,61.0,no charges,w - white,2018-09-29,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,kawasaki,vn900 (kawasaki),2009
16655765.0,47.0,no charges,w - white,2018-09-29,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2003
16657937.0,40.0,no charges,w - white,2018-09-29,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flhrc (harley-davidson),2014
16664143.0,26.0,no charges,h - hispanic,2018-09-29,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,k - fatal injury,,mc - motorcycle,red - red,,suzuki,gsx750 (suzuki),2007
16651326.0,17.0,no charges,98 - other,2018-09-30,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,tu250 (suzuki),2018
16652141.0,58.0,no charges,w - white,2018-09-30,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fxdc (harley-davidson),2009
16652277.0,42.0,no charges,h - hispanic,2018-09-30,sunday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,flh80 (harley-davidson),2006
16653545.0,18.0,no charges,w - white,2018-09-30,sunday,2 - female,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,whi - white,,all other makes,unknown (all other makes),2018
16656229.0,42.0,no charges,w - white,2018-09-30,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhrci (harley-davidson),2000
16657034.0,68.0,no charges,b - black,2018-09-30,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,la - louisiana,1 - driver license,b - suspected minor injury,la - louisiana,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson),2012
16658213.0,57.0,no charges,w - white,2018-09-30,sunday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,unknown (harley-davidson),2007
16658287.0,56.0,"fail to drive in single lane, driving while intoxicated bac >.15",w - white,2018-09-30,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flhcs (harley-davidson),2016
16660400.0,66.0,no charges,w - white,2018-09-30,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fltr (harley-davidson),2009
16661406.0,44.0,"evading arrest or detention w/ mv w/ prev conviction, disregard stop sign",h - hispanic,2018-09-30,sunday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx750 (suzuki),2004
16668573.0,24.0,unsafe speed,w - white,2018-09-30,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ple - purple,,harley-davidson,fld (harley-davidson),2014
,,,,,,,,,0,,,,,,,,,,
16654073.0,62.0,no charges,w - white,2018-10-01,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,yamaha,xv700 (yamaha),1992
16654969.0,19.0,no charges,h - hispanic,2018-10-01,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,yamaha,unknown (yamaha),2008
16657170.0,40.0,no driver's license,h - hispanic,2018-10-01,monday,1 - male,"2 - worn, damaged",a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson),2017
16662818.0,47.0,no charges,w - white,2018-10-01,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,vespa,unknown (vespa),1966
16668265.0,31.0,"expired driver licnse, fail to maintain financial responsibility, operate vehicle with wrong license plate/reg. insignia, dispaly expired license plates/registration insignia",w - white,2018-10-01,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,unknown (kawasaki),2001
16669641.0,35.0,unsafe speed,w - white,2018-10-01,monday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,unknown (harley-davidson),2008
17644993.0,30.0,no charges,b - black,2018-10-01,monday,2 - female,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,blu - blue,,diamond reo,unknown (diamond reo),2006
16655780.0,51.0,no charges,h - hispanic,2018-10-02,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,zx1200 (kawasaki),2001
16656837.0,67.0,no charges,w - white,2018-10-02,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,vtx1300 (honda),2006
16660258.0,23.0,no charges,h - hispanic,2018-10-02,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,harley-davidson,unknown (harley-davidson),2016
16665298.0,20.0,dwi 1st offender bac >.15,w - white,2018-10-02,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,ktm,390 (ktm),2018
16666561.0,27.0,no charges,w - white,2018-10-02,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,unknown,unknown (unknown),2011
16659966.0,32.0,no charges,w - white,2018-10-03,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,sc - south carolina,1 - driver license,b - suspected minor injury,sc - south carolina,mc - motorcycle,blk - black,,kawasaki,vn1700 (kawasaki),2011
16660338.0,44.0,tc-502.407: expired license plates,w - white,2018-10-03,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,triumph motorcycle,bonneville (triumph motorcycle),2014
16663604.0,25.0,no charges,h - hispanic,2018-10-03,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ny - new york,1 - driver license,k - fatal injury,ny - new york,mc - motorcycle,red - red,,honda,cbr300 (honda),2017
16664199.0,37.0,no charges,w - white,2018-10-03,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,dl650 (suzuki),2009
16666298.0,23.0,no charges,w - white,2018-10-03,wednesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,yamaha,xvs950 (yamaha),2014
16661367.0,46.0,no charges,w - white,2018-10-04,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxd (harley-davidson),2017
16663027.0,62.0,no charges,w - white,2018-10-04,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2005
16665033.0,51.0,unsafe speed,w - white,2018-10-04,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,harley-davidson,fld (harley-davidson),2017
16666924.0,29.0,fail to maintain financial responsibility,w - white,2018-10-04,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,honda,ctx1300 (honda),1998
16668456.0,29.0,no charges,w - white,2018-10-04,thursday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,yamaha,yzfr1 (yamaha),2009
16671246.0,34.0,driving while intoxicated,h - hispanic,2018-10-04,thursday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,unknown (harley-davidson),2017
16664572.0,20.0,no charges,w - white,2018-10-05,friday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xlh883 (harley-davidson),2017
16666703.0,62.0,no charges,w - white,2018-10-05,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2004
16667253.0,32.0,no charges,w - white,2018-10-05,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,fld (harley-davidson),2008
16668065.0,60.0,,w - white,2018-10-05,friday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ple - purple,,vespa,946 (vespa),2007
16663725.0,41.0,no charges,b - black,2018-10-06,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,11 - defective steering mechanism,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2018
16663957.0,22.0,no charges,h - hispanic,2018-10-06,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,,,honda,vt750 (honda),2005
16664268.0,24.0,no charges,w - white,2018-10-06,saturday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,suzuki,ls650 (suzuki),2005
16666712.0,39.0,"unsafe speed, no restriction class ""m"" license",w - white,2018-10-06,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,honda,vt750 (honda),2003
16668351.0,68.0,no charges,w - white,2018-10-06,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2000
16725278.0,24.0,no insurance,w - white,2018-10-06,saturday,2 - female,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2018
16664557.0,37.0,no charges,w - white,2018-10-07,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fld (harley-davidson),2018
16664790.0,26.0,"unsafe speed, driving while license invalid",w - white,2018-10-07,sunday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,rx50 (yamaha),2005
16667133.0,45.0,"fail to maintain financial responsibility, no class m license",w - white,2018-10-07,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdb (harley-davidson),2006
16668733.0,59.0,unsafe speed,w - white,2018-10-07,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,triumph motorcycle,unknown (triumph motorcycle),2013
16668918.0,27.0,no charges,h - hispanic,2018-10-07,sunday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,cb1000 (honda),2013
